Scenario,ground_r_value,infiltration,heating_set_point,cooling_set_point,heating_cop,cooling_cop,equipment_density,lighting_density,occupant_density,scheduled_ventilation_ach,dhw_flow_rate,Total Operational Energy,Natural Gas,Electricity
S234,3.288,0.1,20,26,0.95,5.5,5,15,0.013,0.1,0.000709,40247869.93,15604064.94,24643804.99
S235,3.288,0.1,20,26,0.95,5.5,5,15,0.013,1,1.58E-05,25680546.41,1068106.018,24612440.39
S236,3.288,0.1,20,26,0.95,5.5,5,15,0.013,1,0.000709,40343825.55,15730697.33,24613128.21
S237,3.288,0.1,20,26,0.95,5.5,5,15,0.103,0.1,1.58E-05,26425923.37,1555917.174,24870006.2
S238,3.288,0.1,20,26,0.95,5.5,5,15,0.103,0.1,0.000709,41107702.46,16239831.94,24867870.52
S239,3.288,0.1,20,26,0.95,5.5,5,15,0.103,1,1.58E-05,28385800.58,3527916.536,24857884.05
S240,3.288,0.1,20,26,0.95,5.5,5,15,0.103,1,0.000709,41248323.69,16403501.26,24844822.43
S241,3.288,0.1,20,26,0.95,5.5,15,5,0.013,0.1,1.58E-05,25565027.33,897652.502,24667374.83
S242,3.288,0.1,20,26,0.95,5.5,15,5,0.013,0.1,0.000709,40246295.83,15569814.93,24676480.9
S243,3.288,0.1,20,26,0.95,5.5,15,5,0.013,1,1.58E-05,25660557.94,1030492.562,24630065.38
S244,3.288,0.1,20,26,0.95,5.5,15,5,0.013,1,0.000709,40330467.24,15691838.32,24638628.92
S245,3.288,0.1,20,26,0.95,5.5,15,5,0.103,0.1,1.58E-05,28145650.72,3273070.869,24872579.86
S246,3.288,0.1,20,26,0.95,5.5,15,5,0.103,0.1,0.000709,39246200.99,14348583.43,24897617.56
S247,3.288,0.1,20,26,0.95,5.5,15,5,0.103,1,1.58E-05,26539211.55,1661948.584,24877262.97
S248,3.288,0.1,20,26,0.95,5.5,15,5,0.103,1,0.000709,39379431.49,14507315.06,24872116.42
S249,3.288,0.1,20,26,0.95,5.5,15,15,0.013,0.1,1.58E-05,37131715.92,448790.2493,36682925.67
S250,3.288,0.1,20,26,0.95,5.5,15,15,0.013,0.1,0.000709,51812575.71,15123851.42,36688724.28
S251,3.288,0.1,20,26,0.95,5.5,15,15,0.013,1,1.58E-05,38970855.08,2311815.268,36659039.81
S252,3.288,0.1,20,26,0.95,5.5,15,15,0.013,1,0.000709,51801087.66,15156155.16,36644932.51
S253,3.288,0.1,20,26,0.95,5.5,15,15,0.103,0.1,1.58E-05,37583028.65,680647.8953,36902380.75
S254,3.288,0.1,20,26,0.95,5.5,15,15,0.103,0.1,0.000709,52276605.4,15355945.26,36920660.14
S255,3.288,0.1,20,26,0.95,5.5,15,15,0.103,1,1.58E-05,37638981.2,759993.6284,36878987.57
S256,3.288,0.1,20,26,0.95,5.5,15,15,0.103,1,0.000709,52317760.18,15440286.5,36877473.69
S257,3.288,0.1,22.9,23.1,0.8,4.5,5,5,0.013,0.1,1.58E-05,30335637.16,16485114.21,13850522.95
S258,3.288,0.1,22.9,23.1,0.8,4.5,5,5,0.013,0.1,0.000709,45053995.6,31191399.19,13862596.41
S259,3.288,0.1,22.9,23.1,0.8,4.5,5,5,0.013,1,1.58E-05,30832955.16,16972631.23,13860323.93
S260,3.288,0.1,22.9,23.1,0.8,4.5,5,5,0.013,1,0.000709,45766942.92,31894375.32,13872567.6
S261,3.288,0.1,22.9,23.1,0.8,4.5,5,5,0.103,0.1,1.58E-05,33293452.28,18900793.13,14392659.16
S262,3.288,0.1,22.9,23.1,0.8,4.5,5,5,0.103,0.1,0.000709,46261695.06,31877503.86,14384191.19
S263,3.288,0.1,22.9,23.1,0.8,4.5,5,5,0.103,1,1.58E-05,37578692.97,23194495.34,14384197.63
S264,3.288,0.1,22.9,23.1,0.8,4.5,5,5,0.103,1,0.000709,45183045.68,30803696.57,14379349.11
S265,3.288,0.1,22.9,23.1,0.8,4.5,5,15,0.013,0.1,1.58E-05,38246869.29,12148842.65,26098026.64
S266,3.288,0.1,22.9,23.1,0.8,4.5,5,15,0.013,0.1,0.000709,52926862.52,26823308.75,26103553.77
S267,3.288,0.1,22.9,23.1,0.8,4.5,5,15,0.013,1,1.58E-05,38704509.07,12614561.78,26089947.28
S268,3.288,0.1,22.9,23.1,0.8,4.5,5,15,0.013,1,0.000709,53311222.02,27231929.1,26079292.93
S269,3.288,0.1,22.9,23.1,0.8,4.5,5,15,0.103,0.1,1.58E-05,40853070.39,14236445.55,26616624.83
S270,3.288,0.1,22.9,23.1,0.8,4.5,5,15,0.103,0.1,0.000709,55483143.24,28863646.26,26619496.98
S271,3.288,0.1,22.9,23.1,0.8,4.5,5,15,0.103,1,1.58E-05,41479514.07,14889280.02,26590234.06
S272,3.288,0.1,22.9,23.1,0.8,4.5,5,15,0.103,1,0.000709,56160317.12,29564327.03,26595990.09
S273,3.288,0.1,22.9,23.1,0.8,4.5,15,5,0.013,0.1,1.58E-05,38228301.84,12087749.08,26140552.76
S274,3.288,0.1,22.9,23.1,0.8,4.5,15,5,0.013,0.1,0.000709,50961327.21,24836930.58,26124396.63
S275,3.288,0.1,22.9,23.1,0.8,4.5,15,5,0.013,1,1.58E-05,38759367.99,12662398.82,26096969.17
S276,3.288,0.1,22.9,23.1,0.8,4.5,15,5,0.013,1,0.000709,53296785.04,27189242.55,26107542.48
S277,3.288,0.1,22.9,23.1,0.8,4.5,15,5,0.103,0.1,1.58E-05,42479805.36,15918493.89,26561311.47
S278,3.288,0.1,22.9,23.1,0.8,4.5,15,5,0.103,0.1,0.000709,55436006.24,28799834.06,26636172.18
S279,3.288,0.1,22.9,23.1,0.8,4.5,15,5,0.103,1,1.58E-05,41426078.81,14801881.63,26624197.17
S280,3.288,0.1,22.9,23.1,0.8,4.5,15,5,0.103,1,0.000709,55904527.14,29298659.45,26605867.69
S281,3.288,0.1,22.9,23.1,0.8,4.5,15,15,0.013,0.1,1.58E-05,49543875.6,12675116.54,36868759.06
S282,3.288,0.1,22.9,23.1,0.8,4.5,15,15,0.013,0.1,0.000709,63200487.56,24843855.96,38356631.6
S283,3.288,0.1,22.9,23.1,0.8,4.5,15,15,0.013,1,1.58E-05,50592202.36,12253772.94,38338429.42
S284,3.288,0.1,22.9,23.1,0.8,4.5,15,15,0.013,1,0.000709,63370902.8,25023986.93,38346915.87
S285,3.288,0.1,22.9,23.1,0.8,4.5,15,15,0.103,0.1,1.58E-05,53591116.86,14871305.98,38719810.88
S286,3.288,0.1,22.9,23.1,0.8,4.5,15,15,0.103,0.1,0.000709,65056707.94,26199419.1,38857288.84
S287,3.288,0.1,22.9,23.1,0.8,4.5,15,15,0.103,1,1.58E-05,52565747.78,13709227.79,38856519.99
S288,3.288,0.1,22.9,23.1,0.8,4.5,15,15,0.103,1,0.000709,61829226.16,22992500.7,38836725.46
S289,3.288,0.1,22.9,23.1,0.8,5.5,5,5,0.013,0.1,1.58E-05,29874277.99,16468753.97,13405524.02
S290,3.288,0.1,22.9,23.1,0.8,5.5,5,5,0.013,0.1,0.000709,44470999.73,31048206.87,13422792.86
S291,3.288,0.1,22.9,23.1,0.8,5.5,5,5,0.013,1,1.58E-05,32365874.71,18963127.64,13402747.06
S292,3.288,0.1,22.9,23.1,0.8,5.5,5,5,0.013,1,0.000709,45472543.6,32069914.91,13402628.68
S293,3.288,0.1,22.9,23.1,0.8,5.5,5,5,0.103,0.1,1.58E-05,32737963.12,18899134.84,13838828.29
S294,3.288,0.1,22.9,23.1,0.8,5.5,5,5,0.103,0.1,0.000709,45503699.43,31669749.19,13833950.24
S295,3.288,0.1,22.9,23.1,0.8,5.5,5,5,0.103,1,1.58E-05,35146651.63,21319902.91,13826748.73
S296,3.288,0.1,22.9,23.1,0.8,5.5,5,5,0.103,1,0.000709,48119837.25,34292081.13,13827756.12
S297,3.288,0.1,22.9,23.1,0.8,5.5,5,15,0.013,0.1,1.58E-05,37565307.96,12102389.67,25462918.29
S298,3.288,0.1,22.9,23.1,0.8,5.5,5,15,0.013,0.1,0.000709,50431208.71,24965340.53,25465868.18
S299,3.288,0.1,22.9,23.1,0.8,5.5,5,15,0.013,1,1.58E-05,38097201.24,12628139.47,25469061.77
S300,3.288,0.1,22.9,23.1,0.8,5.5,5,15,0.013,1,0.000709,52719768.85,27268607.34,25451161.51
S301,3.288,0.1,22.9,23.1,0.8,5.5,5,15,0.103,0.1,1.58E-05,40140126.47,14238393.88,25901732.59
S302,3.288,0.1,22.9,23.1,0.8,5.5,5,15,0.103,0.1,0.000709,53026230.84,27129053.45,25897177.39
S303,3.288,0.1,22.9,23.1,0.8,5.5,5,15,0.103,1,1.58E-05,42414097.81,16540354.2,25873743.61
S304,3.288,0.1,22.9,23.1,0.8,5.5,5,15,0.103,1,0.000709,55493576.57,29607493.75,25886082.82
S305,3.288,0.1,22.9,23.1,0.8,5.5,15,5,0.013,0.1,1.58E-05,39838582.67,14301943.72,25536638.95
S306,3.288,0.1,22.9,23.1,0.8,5.5,15,5,0.013,0.1,0.000709,52184362.65,26671175,25513187.65
S307,3.288,0.1,22.9,23.1,0.8,5.5,15,5,0.013,1,1.58E-05,39940451.24,14452981.25,25487469.99
S308,3.288,0.1,22.9,23.1,0.8,5.5,15,5,0.013,1,0.000709,52678314.36,27190003.24,25488311.11
S309,3.288,0.1,22.9,23.1,0.8,5.5,15,5,0.103,0.1,1.58E-05,40047355.52,14141266.5,25906089.02
S310,3.288,0.1,22.9,23.1,0.8,5.5,15,5,0.103,0.1,0.000709,54795515.09,28884246.78,25911268.31
S311,3.288,0.1,22.9,23.1,0.8,5.5,15,5,0.103,1,1.58E-05,40722300.95,14824865.84,25897435.11
S312,3.288,0.1,22.9,23.1,0.8,5.5,15,5,0.103,1,0.000709,53523168.74,27611819.3,25911349.43
S313,3.288,0.1,22.9,23.1,0.8,5.5,15,15,0.013,0.1,1.58E-05,48858148.11,12757743.14,36100404.97
S314,3.288,0.1,22.9,23.1,0.8,5.5,15,15,0.013,0.1,0.000709,62389408.36,24843269.89,37546138.48
S315,3.288,0.1,22.9,23.1,0.8,5.5,15,15,0.013,1,1.58E-05,47865082.63,10318602.65,37546479.98
S316,3.288,0.1,22.9,23.1,0.8,5.5,15,15,0.013,1,0.000709,62548466.71,25006025.93,37542440.78
S317,3.288,0.1,22.9,23.1,0.8,5.5,15,15,0.103,0.1,1.58E-05,49260280.27,11298469.13,37961811.15
S318,3.288,0.1,22.9,23.1,0.8,5.5,15,15,0.103,0.1,0.000709,62165462.54,24197073.56,37968388.98
S319,3.288,0.1,22.9,23.1,0.8,5.5,15,15,0.103,1,1.58E-05,51679103.15,13717833.38,37961269.77
S320,3.288,0.1,22.9,23.1,0.8,5.5,15,15,0.103,1,0.000709,62444010.98,24489911.07,37954099.91
S321,3.288,0.1,22.9,23.1,0.95,4.5,5,5,0.013,0.1,1.58E-05,27667468.91,13799756.19,13867712.72
S322,3.288,0.1,22.9,23.1,0.95,4.5,5,5,0.013,0.1,0.000709,42458520.8,28580906.2,13877614.61
S323,3.288,0.1,22.9,23.1,0.95,4.5,5,5,0.013,1,1.58E-05,28294241.16,14430576.7,13863664.47
S324,3.288,0.1,22.9,23.1,0.95,4.5,5,5,0.013,1,0.000709,41219493.86,27361394.45,13858099.41
S325,3.288,0.1,22.9,23.1,0.95,4.5,5,5,0.103,0.1,1.58E-05,30242674.94,15849130.16,14393544.78
S326,3.288,0.1,22.9,23.1,0.95,4.5,5,5,0.103,0.1,0.000709,44932964.67,30543507.46,14389457.21
S327,3.288,0.1,22.9,23.1,0.95,4.5,5,5,0.103,1,1.58E-05,30951978.43,16592137.67,14359840.76
S328,3.288,0.1,22.9,23.1,0.95,4.5,5,5,0.103,1,0.000709,45678304.08,31300527.88,14377776.2
S329,3.288,0.1,22.9,23.1,0.95,4.5,5,15,0.013,0.1,1.58E-05,36402180.66,10312550.25,26089630.41
S330,3.288,0.1,22.9,23.1,0.95,4.5,5,15,0.013,0.1,0.000709,50856824.36,24762837.91,26093986.46
S331,3.288,0.1,22.9,23.1,0.95,4.5,5,15,0.013,1,1.58E-05,38513092.89,12418794.72,26094298.17
S332,3.288,0.1,22.9,23.1,0.95,4.5,5,15,0.013,1,0.000709,51464689.96,25372441.53,26092248.44
S333,3.288,0.1,22.9,23.1,0.95,4.5,5,15,0.103,0.1,1.58E-05,40245139.49,13697466.62,26547672.87
S334,3.288,0.1,22.9,23.1,0.95,4.5,5,15,0.103,0.1,0.000709,51461539.7,24844569.8,26616969.89
S335,3.288,0.1,22.9,23.1,0.95,4.5,5,15,0.103,1,1.58E-05,39071532.81,12482748.98,26588783.82
S336,3.288,0.1,22.9,23.1,0.95,4.5,5,15,0.103,1,0.000709,51918898.11,25308828.4,26610069.71
S337,3.288,0.1,22.9,23.1,0.95,4.5,15,5,0.013,0.1,1.58E-05,36329848.55,10206024.53,26123824.02
S338,3.288,0.1,22.9,23.1,0.95,4.5,15,5,0.013,0.1,0.000709,47213600.38,21082897.29,26130703.09
S339,3.288,0.1,22.9,23.1,0.95,4.5,15,5,0.013,1,1.58E-05,36581777.88,10481944.64,26099833.24
S340,3.288,0.1,22.9,23.1,0.95,4.5,15,5,0.013,1,0.000709,51149092.87,25048787.01,26100305.86
S341,3.288,0.1,22.9,23.1,0.95,4.5,15,5,0.103,0.1,1.58E-05,40373036.67,13775899.29,26597137.37
S342,3.288,0.1,22.9,23.1,0.95,4.5,15,5,0.103,0.1,0.000709,53181978.54,26544618.42,26637360.12
S343,3.288,0.1,22.9,23.1,0.95,4.5,15,5,0.103,1,1.58E-05,40784837.2,14157634.09,26627203.11
S344,3.288,0.1,22.9,23.1,0.95,4.5,15,5,0.103,1,0.000709,51858179.79,25217681.28,26640498.51
S345,3.288,0.1,22.9,23.1,0.95,4.5,15,15,0.013,0.1,1.58E-05,46929172.72,8571774.651,38357398.07
S346,3.288,0.1,22.9,23.1,0.95,4.5,15,15,0.013,0.1,0.000709,59892150.47,21542624.01,38349526.47
S347,3.288,0.1,22.9,23.1,0.95,4.5,15,15,0.013,1,1.58E-05,47097026.18,8775234.282,38321791.9
S348,3.288,0.1,22.9,23.1,0.95,4.5,15,15,0.013,1,0.000709,61895798.21,23543391.83,38352406.38
S349,3.288,0.1,22.9,23.1,0.95,4.5,15,15,0.103,0.1,1.58E-05,48597426.6,9731746.178,38865680.42
S350,3.288,0.1,22.9,23.1,0.95,4.5,15,15,0.103,0.1,0.000709,63196444.94,24338060.18,38858384.76
S351,3.288,0.1,22.9,23.1,0.95,4.5,15,15,0.103,1,1.58E-05,48933094.12,10091813.02,38841281.1
S352,3.288,0.1,22.9,23.1,0.95,4.5,15,15,0.103,1,0.000709,63467529.78,24621106.38,38846423.4
S353,3.288,0.1,22.9,23.1,0.95,5.5,5,5,0.013,0.1,1.58E-05,27253977.73,13841462.36,13412515.37
S354,3.288,0.1,22.9,23.1,0.95,5.5,5,5,0.013,0.1,0.000709,41851991.65,28454117.19,13397874.46
S355,3.288,0.1,22.9,23.1,0.95,5.5,5,5,0.013,1,1.58E-05,27839995.13,14422902.41,13417092.72
S356,3.288,0.1,22.9,23.1,0.95,5.5,5,5,0.013,1,0.000709,42574330.91,29183370.3,13390960.61
S357,3.288,0.1,22.9,23.1,0.95,5.5,5,5,0.103,0.1,1.58E-05,29705004.49,15881287.06,13823717.43
S358,3.288,0.1,22.9,23.1,0.95,5.5,5,5,0.103,0.1,0.000709,42613579.03,28767524.2,13846054.82
S359,3.288,0.1,22.9,23.1,0.95,5.5,5,5,0.103,1,1.58E-05,30311448.16,16486583.4,13824864.76
S360,3.288,0.1,22.9,23.1,0.95,5.5,5,5,0.103,1,0.000709,43210208.95,29387653.31,13822555.64
S361,3.288,0.1,22.9,23.1,0.95,5.5,5,15,0.013,0.1,1.58E-05,35775352.56,10308752.28,25466600.28
S362,3.288,0.1,22.9,23.1,0.95,5.5,5,15,0.013,0.1,0.000709,48653128.77,23187932.58,25465196.19
S363,3.288,0.1,22.9,23.1,0.95,5.5,5,15,0.013,1,1.58E-05,37855655.09,12388625.61,25467029.48
S364,3.288,0.1,22.9,23.1,0.95,5.5,5,15,0.013,1,0.000709,50777014.2,25317710.36,25459303.83
S365,3.288,0.1,22.9,23.1,0.95,5.5,5,15,0.103,0.1,1.58E-05,39522066.28,13694579,25827487.28
S366,3.288,0.1,22.9,23.1,0.95,5.5,5,15,0.103,0.1,0.000709,50823931.23,24931520.85,25892410.38
S367,3.288,0.1,22.9,23.1,0.95,5.5,5,15,0.103,1,1.58E-05,38333640.59,12450427.36,25883213.23
S368,3.288,0.1,22.9,23.1,0.95,5.5,5,15,0.103,1,0.000709,53144927.89,27256752.31,25888175.58
S369,3.288,0.1,22.9,23.1,0.95,5.5,15,5,0.013,0.1,1.58E-05,35644173.74,10161029.59,25483144.14
S370,3.288,0.1,22.9,23.1,0.95,5.5,15,5,0.013,0.1,0.000709,50387126.43,24904069.38,25483057.05
S371,3.288,0.1,22.9,23.1,0.95,5.5,15,5,0.013,1,1.58E-05,36005784.22,10520902.75,25484881.47
S372,3.288,0.1,22.9,23.1,0.95,5.5,15,5,0.013,1,0.000709,50806868.08,25325406.12,25481461.96
S373,3.288,0.1,22.9,23.1,0.95,5.5,15,5,0.103,0.1,1.58E-05,37925732.58,12006432,25919300.58
S374,3.288,0.1,22.9,23.1,0.95,5.5,15,5,0.103,0.1,0.000709,50823116.24,24911005.42,25912110.81
S375,3.288,0.1,22.9,23.1,0.95,5.5,15,5,0.103,1,1.58E-05,38288301.31,12394274.4,25894026.91
S376,3.288,0.1,22.9,23.1,0.95,5.5,15,5,0.103,1,0.000709,53165978.39,27281989.54,25883988.86
S377,3.288,0.1,22.9,23.1,0.95,5.5,15,15,0.013,0.1,1.58E-05,46151633.54,8589219.225,37562414.31
S378,3.288,0.1,22.9,23.1,0.95,5.5,15,15,0.013,0.1,0.000709,60695250.6,23134101.46,37561149.14
S379,3.288,0.1,22.9,23.1,0.95,5.5,15,15,0.013,1,1.58E-05,48160152.72,10612352.32,37547800.4
S380,3.288,0.1,22.9,23.1,0.95,5.5,15,15,0.013,1,0.000709,60963856.8,23422152.29,37541704.52
S381,3.288,0.1,22.9,23.1,0.95,5.5,15,15,0.103,0.1,1.58E-05,47659974.56,9699049.129,37960925.43
S382,3.288,0.1,22.9,23.1,0.95,5.5,15,15,0.103,0.1,0.000709,62240676.72,24266361.06,37974315.66
S383,3.288,0.1,22.9,23.1,0.95,5.5,15,15,0.103,1,1.58E-05,47974450.62,10013627.02,37960823.6
S384,3.288,0.1,22.9,23.1,0.95,5.5,15,15,0.103,1,0.000709,62618322.88,24659025.56,37959297.32
S385,3.288,0.1,22.9,26,0.8,4.5,5,5,0.013,0.1,1.58E-05,29418760.55,16490805.96,12927954.59
S386,3.288,0.1,22.9,26,0.8,4.5,5,5,0.013,0.1,0.000709,43816069.4,30882433,12933636.41
S387,3.288,0.1,22.9,26,0.8,4.5,5,5,0.013,1,1.58E-05,30063919.2,17161895.92,12902023.27
S388,3.288,0.1,22.9,26,0.8,4.5,5,5,0.013,1,0.000709,44724532.29,31809809.05,12914723.24
S389,3.288,0.1,22.9,26,0.8,4.5,5,5,0.103,0.1,1.58E-05,31970534.2,18742985.94,13227548.26
S390,3.288,0.1,22.9,26,0.8,4.5,5,5,0.103,0.1,0.000709,46736885.76,33506539,13230346.76
S391,3.288,0.1,22.9,26,0.8,4.5,5,5,0.103,1,1.58E-05,32753121.76,19554586.44,13198535.32
S392,3.288,0.1,22.9,26,0.8,4.5,5,5,0.103,1,0.000709,47643459.8,34443310.3,13200149.5
S393,3.288,0.1,22.9,26,0.8,4.5,5,15,0.013,0.1,1.58E-05,37211024.82,12125833.39,25085191.43
S394,3.288,0.1,22.9,26,0.8,4.5,5,15,0.013,0.1,0.000709,51839705.02,26770311.87,25069393.15
S395,3.288,0.1,22.9,26,0.8,4.5,5,15,0.013,1,1.58E-05,37554552.09,12511465.17,25043086.92
S396,3.288,0.1,22.9,26,0.8,4.5,5,15,0.013,1,0.000709,52278803.33,27233852.49,25044950.84
S397,3.288,0.1,22.9,26,0.8,4.5,5,15,0.103,0.1,1.58E-05,39629105.61,14252421.26,25376684.35
S398,3.288,0.1,22.9,26,0.8,4.5,5,15,0.103,0.1,0.000709,54333840.44,28959622.88,25374217.55
S399,3.288,0.1,22.9,26,0.8,4.5,5,15,0.103,1,1.58E-05,40325065.05,14980428.3,25344636.75
S400,3.288,0.1,22.9,26,0.8,4.5,5,15,0.103,1,0.000709,54989455.51,29643227.2,25346228.31
S401,3.288,0.1,22.9,26,0.8,4.5,15,5,0.013,0.1,1.58E-05,37208879.52,12096723.69,25112155.83
S402,3.288,0.1,22.9,26,0.8,4.5,15,5,0.013,0.1,0.000709,51913527.87,26798475.73,25115052.14
S403,3.288,0.1,22.9,26,0.8,4.5,15,5,0.013,1,1.58E-05,37545252.76,12464828.22,25080424.53
S404,3.288,0.1,22.9,26,0.8,4.5,15,5,0.013,1,0.000709,52306229.53,27239801.55,25066427.98
S405,3.288,0.1,22.9,26,0.8,4.5,15,5,0.103,0.1,1.58E-05,39741712.14,14345793.62,25395918.52
S406,3.288,0.1,22.9,26,0.8,4.5,15,5,0.103,0.1,0.000709,54218040.42,28818843.06,25399197.36
S407,3.288,0.1,22.9,26,0.8,4.5,15,5,0.103,1,1.58E-05,40187358.44,14819264.62,25368093.82
S408,3.288,0.1,22.9,26,0.8,4.5,15,5,0.103,1,0.000709,54763756.02,29388133.62,25375622.4
S409,3.288,0.1,22.9,26,0.8,4.5,15,15,0.013,0.1,1.58E-05,47358154.5,10077495.28,37280659.21
S410,3.288,0.1,22.9,26,0.8,4.5,15,15,0.013,0.1,0.000709,61951344.57,24676588.15,37274756.43
S411,3.288,0.1,22.9,26,0.8,4.5,15,15,0.013,1,1.58E-05,47456456.65,10212513.48,37243943.17
S412,3.288,0.1,22.9,26,0.8,4.5,15,15,0.013,1,0.000709,60478058.62,23236221.77,37241836.85
S413,3.288,0.1,22.9,26,0.8,4.5,15,15,0.103,0.1,1.58E-05,50625207.67,13109210.96,37515996.71
S414,3.288,0.1,22.9,26,0.8,4.5,15,15,0.103,0.1,0.000709,63641475.2,26075999.35,37565475.86
S415,3.288,0.1,22.9,26,0.8,4.5,15,15,0.103,1,1.58E-05,49270081.75,11747300.91,37522780.84
S416,3.288,0.1,22.9,26,0.8,4.5,15,15,0.103,1,0.000709,63928696.17,26382221.99,37546474.18
S417,3.288,0.1,22.9,26,0.8,5.5,5,5,0.013,0.1,1.58E-05,29118392.61,16476211.43,12642181.18
S418,3.288,0.1,22.9,26,0.8,5.5,5,5,0.013,0.1,0.000709,41877787.69,29245327.41,12632460.29
S419,3.288,0.1,22.9,26,0.8,5.5,5,5,0.013,1,1.58E-05,29565989.75,16943662.3,12622327.45
S420,3.288,0.1,22.9,26,0.8,5.5,5,5,0.013,1,0.000709,42700529.31,30083522.61,12617006.7
S421,3.288,0.1,22.9,26,0.8,5.5,5,5,0.103,0.1,1.58E-05,31746727.46,18856032.6,12890694.86
S422,3.288,0.1,22.9,26,0.8,5.5,5,5,0.103,0.1,0.000709,46529891.32,33651725.77,12878165.55
S423,3.288,0.1,22.9,26,0.8,5.5,5,5,0.103,1,1.58E-05,32474597.5,19614282.02,12860315.49
S424,3.288,0.1,22.9,26,0.8,5.5,5,5,0.103,1,0.000709,47178049.27,34313431.37,12864617.91
S425,3.288,0.1,22.9,26,0.8,5.5,5,15,0.013,0.1,1.58E-05,38163101.21,14993838.79,23169262.42
S426,3.288,0.1,22.9,26,0.8,5.5,5,15,0.013,0.1,0.000709,51422350.22,26789013.25,24633336.97
S427,3.288,0.1,22.9,26,0.8,5.5,5,15,0.013,1,1.58E-05,37175362.72,12567993.06,24607369.66
S428,3.288,0.1,22.9,26,0.8,5.5,5,15,0.013,1,0.000709,51942660.8,27337413.87,24605246.94
S429,3.288,0.1,22.9,26,0.8,5.5,5,15,0.103,0.1,1.58E-05,40664557.17,15811584.37,24852972.8
S430,3.288,0.1,22.9,26,0.8,5.5,5,15,0.103,0.1,0.000709,52085201.8,27215624.27,24869577.52
S431,3.288,0.1,22.9,26,0.8,5.5,5,15,0.103,1,1.58E-05,41421695.03,16575835.97,24845859.06
S432,3.288,0.1,22.9,26,0.8,5.5,5,15,0.103,1,0.000709,54440269.93,29586034.81,24854235.12
S433,3.288,0.1,22.9,26,0.8,5.5,15,5,0.013,0.1,1.58E-05,36632974.71,11979726.49,24653248.23
S434,3.288,0.1,22.9,26,0.8,5.5,15,5,0.013,0.1,0.000709,49532733.77,24873803.09,24658930.69
S435,3.288,0.1,22.9,26,0.8,5.5,15,5,0.013,1,1.58E-05,37217046.49,12593343.15,24623703.33
S436,3.288,0.1,22.9,26,0.8,5.5,15,5,0.013,1,0.000709,49973902.36,25339809.29,24634093.07
S437,3.288,0.1,22.9,26,0.8,5.5,15,5,0.103,0.1,1.58E-05,39062056.57,14154648.6,24907407.97
S438,3.288,0.1,22.9,26,0.8,5.5,15,5,0.103,0.1,0.000709,53758519.15,28842164.77,24916354.38
S439,3.288,0.1,22.9,26,0.8,5.5,15,5,0.103,1,1.58E-05,39710281.98,14838495.69,24871786.29
S440,3.288,0.1,22.9,26,0.8,5.5,15,5,0.103,1,0.000709,52508790.79,27632947.57,24875843.22
S441,3.288,0.1,22.9,26,0.8,5.5,15,15,0.013,0.1,1.58E-05,46917205.15,10251998.09,36665207.05
S442,3.288,0.1,22.9,26,0.8,5.5,15,15,0.013,0.1,0.000709,61485296.18,24811130.79,36674165.39
S443,3.288,0.1,22.9,26,0.8,5.5,15,15,0.013,1,1.58E-05,47046101.84,10403155.85,36642945.99
S444,3.288,0.1,22.9,26,0.8,5.5,15,15,0.013,1,0.000709,61625863.92,24982530.55,36643333.37
S445,3.288,0.1,22.9,26,0.8,5.5,15,15,0.103,0.1,1.58E-05,48333059.53,11422660.85,36910398.67
S446,3.288,0.1,22.9,26,0.8,5.5,15,15,0.103,0.1,0.000709,61181939.61,24265924.11,36916015.5
S447,3.288,0.1,22.9,26,0.8,5.5,15,15,0.103,1,1.58E-05,50466812.75,13577419.53,36889393.22
S448,3.288,0.1,22.9,26,0.8,5.5,15,15,0.103,1,0.000709,59823292.21,22945193.34,36878098.86
S449,3.288,0.1,22.9,26,0.95,4.5,5,5,0.013,0.1,1.58E-05,26589678.12,13653525.63,12936152.49
S450,3.288,0.1,22.9,26,0.95,4.5,5,5,0.013,0.1,0.000709,41572558.03,28643697.04,12928860.99
S451,3.288,0.1,22.9,26,0.95,4.5,5,5,0.013,1,1.58E-05,27342951,14422725.17,12920225.83
S452,3.288,0.1,22.9,26,0.95,4.5,5,5,0.013,1,0.000709,42100593.87,29193910.09,12906683.78
S453,3.288,0.1,22.9,26,0.95,4.5,5,5,0.103,0.1,1.58E-05,29143794.88,15913383.27,13230411.61
S454,3.288,0.1,22.9,26,0.95,4.5,5,5,0.103,0.1,0.000709,42044830.44,28817561.54,13227268.9
S455,3.288,0.1,22.9,26,0.95,4.5,5,5,0.103,1,1.58E-05,31617056.44,18405475.86,13211580.57
S456,3.288,0.1,22.9,26,0.95,4.5,5,5,0.103,1,0.000709,44324201.77,31113431.69,13210770.08
S457,3.288,0.1,22.9,26,0.95,4.5,5,15,0.013,0.1,1.58E-05,35363165.93,10290723.89,25072442.05
S458,3.288,0.1,22.9,26,0.95,4.5,5,15,0.013,0.1,0.000709,48137066.69,23048095.87,25088970.83
S459,3.288,0.1,22.9,26,0.95,4.5,5,15,0.013,1,1.58E-05,37675917.77,12624806.51,25051111.26
S460,3.288,0.1,22.9,26,0.95,4.5,5,15,0.013,1,0.000709,50406288.03,25373377.34,25032910.69
S461,3.288,0.1,22.9,26,0.95,4.5,5,15,0.103,0.1,1.58E-05,39033306.61,13713893.72,25319412.89
